INSERT Scripts     ~ Aero Quest Airlines

SURFING

INSERT INTO surfing (passenger_id, trip_id, cookies_generated) 
VALUES 
('P00000001', 'T0006', 342),
('P00000037', 'T0001', 434),
('P00000038', 'T0004', 349),
('P00000039', 'T0002', 367),
('P00000040', 'T0003', 224),
('P00000041', 'T0005', 357),
('P00000042', 'T0001', 403),
('P00000043', 'T0004', 474),
('P00000044', 'T0002', 295),
('P00000045', 'T0003', 292),
('P00000046', 'T0005', 388),
('P00000047', 'T0001', 347),
('P00000048', 'T0004', 368);




Passengers 

INSERT INTO Passengers (passenger_id, email, physical_disability, flypoints, contact_no, date_of_birth)
VALUES
('P00000001', 'aditipatel@email.com', 'None', 1000, '9979837204', '1995-07-12'),
('P00000002', 'arjunsharma@email.com', 'None', 550, '9573055820', '1988-03-25'),
('P00000003', 'kavitasingh@email.com', 'Visual impairment', 385, '9979886354', '2002-11-06'),
('P00000004', 'devvyas@email.com', 'None', 700, '7395027423', '2003-12-03'),
('P00000005', 'vikramchauhan@email.com', 'None', 935, '5830482774', '1976-09-18'),
('P00000006', 'ananyadesai@email.com', 'None', 285, '9979886354', '1990-05-30'),
('P00000007', 'rohangupta@email.com', 'None', 2500, '9475837564', '1983-02-14'),
('P00000008', 'mayareddy@email.com', 'None', 285, '1837265948', '1979-10-01'),
('P00000009', 'aaravshah@email.com', 'None', 935, '6839295043', '2005-08-23'),
('P00000010', 'nishakapoor@email.com', 'None', 300, '9583758421', '1998-04-07'),
('P00000011', 'rajeshkumar@email.com', 'Cerebral palsy', 210, '8375947293', '1986-12-11'),
('P00000012', 'priyamehta@email.com', 'None', 500, '7584029130', '1973-06-28'),
('P00000013', 'nikhilbhatia@email.com', 'None', 1200, '6842018465', '1992-01-09'),
('P00000014', 'shrutijoshi@email.com', 'None', 1300, '9482048261', '2000-07-17'),
('P00000015', 'sanjayverma@email.com', 'None', 390, '8472546382', '1978-03-02'),
('P00000016', 'divyakrishnan@email.com', 'None', 320, '7283029353', '1994-11-14'),
('P00000017', 'shreyapatel@email.com', 'None', 170, '9472847482', '2004-12-17'),
('P00000018', 'rahulmalhotra@email.com', 'None', 490, '8492648502', '1981-09-27'),
('P00000019', 'nandinimadaviya@email.com', 'Cerebral palsy', 1000, '7384024850', '2004-11-13'),
('P00000020', 'krishsagar@email.com', 'Arthritis', 1000, '6583927149', '2004-05-13'),
('P00000021', 'udayparmar@email.com', 'Cerebral palsy', 1000, '9583058673', '2004-05-19'),
('P00000022', 'poojakhanna@email.com', 'None', 1210, '8394027501', '2008-05-05'),
('P00000023', 'karthikrana@email.com', 'None', 10, '7483920520', '1997-01-19'),
('P00000024', 'anjalisharma@email.com', 'None', 110, '9506820195', '1989-08-02'),
('P00000025', 'ravimishra@email.com', 'None', 245, '8593927493', '1975-04-21'),
('P00000026', 'deepikapatel@email.com', 'None', 470, '7499449392', '1984-12-31'),
('P00000027', 'ashwinsinghania@email.com', 'None', 635, '9023957399', '2001-10-15'),
('P00000028', 'ayeshaahuja@email.com', 'None', 895, '8433758402', '1991-06-04'),
('P00000029', 'sureshtiwari@email.com', 'Wheelchair bound', 1100, '8949275994', '1977-02-16'),
('P00000030', 'jyotidas@email.com', 'None', 330, '6858839434', '1999-12-28'),
('P00000031', 'vinaykapoor@email.com', 'None', 540, '9947382833', '1982-10-09'),
('P00000032', 'nehajain@email.com', 'None', 770, '8488572937', '2006-06-22'),
('P00000033', 'aradhyagupta@email.com', 'None', 960, '7374478293', '1974-01-05'),
('P00000034', 'manojsharma@email.com', 'None', 1240, '9499309375', '1993-07-20'),
('P00000035', 'tanvisingh@email.com', 'None', 1030, '8499392332', '1987-03-09'),
('P00000036', 'siddharthreddy@email.com', 'None', 475, '9423320404', '1971-11-26'),
('P00000037', 'radhikachoudhary@email.com', 'None', 200, '8432275839', '2003-09-02'),
('P00000038', 'riza@email.com', 'None', 100, '8432274859, '1996-05-11'),
('P00000039', 'meerabanerjee@email.com', 'None', 120, '9434447489', '1980-01-24'),
('P00000040', 'vishalsingh@email.com', 'Hearing impairment', 500, '9277738294', '2007-08-07'),
('P00000041', 'riyakapoor@email.com', 'None', 325, '8477593758', '1972-04-16'),
('P00000042', 'vikasgupta@email.com', 'None', 125, '9277399482', '1985-12-19'),
('P00000043', 'kkavydave@email.com', 'Visual impairment', 190, '8473233585', '2004-11-03'),
('P00000044', 'anushkashah@email.com', 'None', 360, '9544395849', '1976-02-03'),
('P00000045', 'vivekmishra@email.com', 'None', 770, '8473859403', '1988-10-26'),
('P00000046', 'natashapatel@email.com', 'None', 860, '7689483959', '2004-07-08'),
('P00000047', 'sameerchatterjee@email.com', 'None', 1240, '8493823849', '1992-03-21'),
('P00000048', 'anikarao@email.com', 'None', 1350, '8900938593', '1979-11-03'),
('P00000049', 'rohitkumar@email.com', 'None', 170, '9584005847', '1990-07-15'),
('P00000050', 'ayushchaudhari@email.com', 'Visual impairment', 1500, '6827744830', '2004-03-09'),
('P00000051', 'aahanasinha@gmail.com', 'None', 150, '9112345678', '1988-4-03'),
('P00000052', 'manisharma@gmail.com', 'Visual impairment', 0, '9123456789', '1957-05-14'),
('P00000053', 'manishamistry@gmail.com', 'None', 200, '9198765432', '1982-07-26'),
('P00000054', 'prachigoel@gmail.com', 'None', 150, '9178901234', '1981-09-07'),
('P00000055', 'ayeshash@gmail.com', 'Cerebral palsy', 450, '9190123456', '1966-06-07'),
('P00000056', 'himanshupatel@gmail.com', 'None', 755'9165432789', '1998-01-03'),
('P00000057', 'luvmalhotra@gmail.com', 'Wheelchair bound', 0, '9154327890', '1953-12-30'),
('P00000058', 'jigneshmistry@gmail.com', 'None', 105, '9198765432', '1998-02-14'),
('P00000059', 'aravroy@gmail.com', 'Hearing impairment', 110, '9112345678', '1956-05-28'),
('P00000060', 'ayrabhatt@gmail.com', 'None', 220, '9198765432', '1998-03-25'),
('P00000061', 'adityakapoor@gmail.com', 'None', 120, '8320145697', '1998-04-06'),
('P00000062', 'abhishekgupta@gmail.com', 'Wheelchair bound', 1350, '8320256743', '1960-11-18'),
('P00000063', 'anjalitank@gmail.com', 'None', 120, '8320365189', '1998-05-17'),
('P00000064', 'priyapatel@gmail.com', 'None', 135, '8320476932', '1998-06-28'),
('P00000065', 'anshugoenka@gmail.com', 'None', 145, '8321153680', '1998-07-09'),
('P00000066', 'dhritiagrawal@gmail.com', 'None', 155, '8321269743', '1998-08-20'),
('P00000067', 'sonaliahuja@gmail.com', 'None', 270, '8321375802', '1998-09-01'),
('P00000068', 'priyameghvanshi@gmail.com', 'None', 230, '8320825147', '1998-10-12'),
('P00000069', 'rakeshbhatt@gmail.com', 'None', 225, '8320934761', '1987-01-03'),
('P00000070', 'ayushpandita@gmail.com', 'None', 745, '8321042598', '1950-01-01'),
('P00000071', 'aishamehta@gmail.com', 'None', 655, '8321486930', '1987-02-14'),
('P00000072', 'devangpatil@gmail.com', 'None', 815, '8321594076', '1987-03-25'),
('P00000073', 'falgunikathrotiya@gmail.com', 'None', 605, '8321609745', '1987-04-06'),
('P00000074', 'piyusharma@gmail.com', 'None', 105, '8321728459', '1987-05-17'),
('P00000075', 'aheraroy@gmail.com', 'None', 0, '8321830574', '2005-08-23'),
('P00000076', 'kahanidutt@gmail.com', 'None', 0, '8321948607', '2006-11-15'),
('P00000077', 'dhanushdutt@gmail.com', 'None', 20, '8322059734', '2007-04-30'),
('P00000078', 'pinkalsolanki@gmail.com', 'None', 175, '8322167890', '2008-09-07'),
('P00000079', 'utsavsolanki@gmail.com', 'None', 195, '8322509643', '2009-12-18'),
('P00000080', 'pankajpatel@gmail.com', 'None', 225, '8322617890', '2010-05-25'),
('P00000081', 'jyotsanamehta@gmail.com', 'None', 235, '8322724061', '2011-10-03'),
('P00000082', 'nareshlimbachiya@gmail.com', 'None', 355, '8322941876', '2012-02-12'),
('P00000083', 'harshsoni@gmail.com', 'None', 135, '8323831074', '2013-07-20'),
('P00000084', 'devdutt@gmail.com', 'None', 150, '9820145736', '2014-03-08'),
('P00000085', 'arohipatel@gmail.com', 'None', 115, '9820365147', '2015-08-29'),
('P00000086', 'ashnatank@gmail.com', 'None', 145, '9820584721', '2016-04-17'),
('P00000087', 'dhruvalzinia@gmail.com', 'None', 165, '9820691853', '2017-11-05'),
('P00000088', 'chintanpatel@gmail.com', 'None', 195, '9820719365', '2018-02-21'),
('P00000089', 'vaishnaveetank@gmail.com', 'None', 295, '9820825147', '2019-09-12'),
('P00000090', 'rupalshrirao@gmail.com', 'None', 315, '9820934761', '2020-01-25'),
('P00000091', 'haileepatel@gmail.com', 'None', 345, '9821042593', '2005-06-10'),
('P00000092', 'shyamanimistry@gmail.com', 'None', 335, '9821153684', '2006-12-03'),
('P00000093', 'devarshpatel@gmail.com', 'None', 445, '9821269745', '2007-07-16'),
('P00000094', 'sumitsharma@gmail.com', 'None', 550, '9821375802', '2008-10-28'),
('P00000095', 'ritiktiwari@gmail.com', 'None', 555, '9821594076', '2009-03-11'),
('P00000096', 'ravikumar@gmail.com', 'None', 450, '9821486930', '2010-08-18'),
('P00000097', 'anshukumar@gmail.com', 'None', 355, '9821609745', '2011-01-31'),
('P00000098', 'shreshthachaudhary@gmail.com', 'None', 560, '9821728459', '2012-06-15'),
('P00000099', 'jignamakwana@gmail.com', 'None', 540, '9821830574', '2013-11-27'),
('P00000100', 'pranavjoshi@gmail.com', 'None', 370, '9822059734', '2014-12-20) , 
('P00000101', 'aahanasinha@yahoo.com', 'None', 100, '9979886354', '1995-02-15'),
('P00000102', 'dhyuanabuch@yahoo.com', 'None', 105, '9979886333', '1993-08-25'),
('P00000103', 'amishpathak@yahoo.com', 'None', 155, '9979886358', '1989-11-10'),
('P00000104', 'realdeepaksingh@yahoo.com', 'Wheelchair bound', 100, '9979886359', '1980-05-01'),
('P00000105', 'rathodjayraj@yahoo.com', 'None', 200, '7016229164', '1990-07-20'),
('P00000106', 'deepakkalal@yahoo.com', 'None', 100, '9979867891', '1992-04-30'),
('P00000107', 'shrutisengupta@yahoo.com', 'None', 250, '9979886789', '1988-09-05'),
('P00000108', 'appudalal@yahoo.com', 'Cerebral palsy', 560, '1800200100', '1985-03-12'),
('P00000109', 'kantabaishinde@yahoo.com', 'None', 135, '9988991100', '1999-12-08'),
('P00000110', 'anshshenai@yahoo.com', 'None', 145, '9988776655', '1997-06-25'),
('P00000111', 'aishajani@yahoo.com', 'None', 785, '9911223344', '1982-10-30'),
('P00000112', 'mananpatel@yahoo.com', 'Hearing impairment', 450, '9911883456', '1978-07-15'),
('P00000113', 'manjuyadav@yahoo.com', 'None', 560, '9876526600', '1984-11-20'),
('P00000114', 'realanilroy@yahoo.com', 'None', 590, '9876526613', '1976-01-05'),
('P00000115', 'manishkumar@yahoo.com', 'None', 160, '9876521679', '1970-09-22'),
('P00000116', 'manjuyadav@yahoo.com', 'None', 560, '9876526600', '1979-03-18'),
('P00000117', 'manishakoirala@yahoo.com', 'None', 515, '9876526601', '1968-06-10'),
('P00000118', 'konkanasen@yahoo.com', 'None', 600, '9876526602', '1987-08-02'),
('P00000119', 'elvishyadav@yahoo.com', 'None', 160, '9876526603', '1986-02-14'),
('P00000120', 'falaksoni@yahoo.com', 'None', 780, '9876526604', '1973-12-31'),   
('P00000121', 'shahrishabh@yahoo.com', 'None', 115, '9876526604', '1972-07-20'),
('P00000122', 'adityasinghania@yahoo.com', 'None', 180, '9876526605', '1980-04-05'),
('P00000123', 'prasmvyas@yahoo.com', 'None', 190, '9876526606', '1991-09-10'),
('P00000124', 'joshirenuka@yahoo.com', 'None', 700, '9876526607', '1983-05-08'),
('P00000125', 'jayantilaldave@yahoo.com', 'None', 800, '9876526608', '1977-11-15'),
('P00000126', 'mahendravyas@yahoo.com', 'None', 890, '9876526609', '1989-03-29'),
('P00000127', 'farhanakhtar@yahoo.com', 'None', 555, '9876526610', '1981-08-02'),
('P00000128', 'shefalijha@yahoo.com', 'None', 575, '9876526611', '1984-12-12'),
('P00000129', 'shreyanshgupta@yahoo.com', 'None', 890, '9876526612', '1975-06-25'),
('P00000130', 'mishrapatnayakji@yahoo.com', 'None', 905, '9876526613', '1974-02-28'),
('P00000131', 'rishanksharma@yahoo.com', 'None', 100, '9876526614', '1978-10-15'),
('P00000132', 'khushboorathod@yahoo.com', 'None', 0, '9876526615', '1983-09-20'),
('P00000133', 'shachimistry@yahoo.com', 'None', 55, '9876526111', '1996-01-01'),
('P00000134', 'krishashah@yahoo.com', 'None', 105, '9876526114', '1998-03-18'),
('P00000135', 'viditmehta@yahoo.com', 'None', 175, '9876526119', '1990-07-10'),
('P00000136', 'rameshojha@yahoo.com', 'None', 205, '9876526231', '1979-04-29'),
('P00000137', 'parshvasheth@yahoo.com', 'None', 565, '9876526280', '1988-12-05'),
('P00000138', 'heritpatel@yahoo.com', 'None', 580, '9876526459', '1997-02-14'),
('P00000139', 'madhavkilijomaru@yahoo.com', 'None', 595, '9876526789', '1976-05-30'),
('P00000140', 'kamleshpathak@yahoo.com', 'None', 675, '9876526698', '1985-09-10'),
('P00000141', 'yogeshbhatt@yahoo.com', 'None', 785, '9876526118', '1973-11-12'),
('P00000142', 'tejasbhatt@yahoo.com', 'None', 905, '9876526777', '1982-08-22'),
('P00000143', 'ojasraval@yahoo.com', 'None', 1100, '9876526786', '1987-07-15'),
('P00000144', 'shahrukhkhan@yahoo.com', 'None', 890, '9876526999', '1968-11-02'),
('P00000145', 'manishasharma@yahoo.com', 'None', 165, '9876526543', '1994-03-20'),
('P00000146', 'maitreedubey@yahoo.com', 'None', 560, '9876526600', '1978-09-14'),
('P00000147', 'kiranrao@yahoo.com', 'None', 560, '9876526600', '1981-06-03'),
('P00000148', 'laluprasadyadav@yahoo.com', 'None', 560, '9876526600', '1970-04-22'),
('P00000149', 'prayagjivtode@yahoo.com', 'None', 560, '9876526600', '1989-02-28'),
('P00000150', 'namanmodi@yahoo.com', 'None', 560, '9876526600', '1993-12-01');



Aircrafts Owned


INSERT INTO aircrafts_owned (reg_no, fuel, type, cargo_weight, first_class, business_class, economy) 
VALUES ('AO00000101', 800, 'Boeing 747', 10000, 20, 40, 200);

INSERT INTO aircrafts_owned (reg_no, fuel, type, cargo_weight, first_class, business_class, economy) 
VALUES ('AO00000102', 600, 'Airbus A380', 12000, 30, 50, 300);

INSERT INTO aircrafts_owned (reg_no, fuel, type, cargo_weight, first_class, business_class, economy) 
VALUES ('AO00000103', 700, 'Boeing 737', 8000, 15, 25, 150);

INSERT INTO aircrafts_owned (reg_no, fuel, type, cargo_weight, first_class, business_class, economy) 
VALUES ('AO00000104', 900, 'Airbus A320', 7000, 10, 20, 120);

INSERT INTO aircrafts_owned (reg_no, fuel, type, cargo_weight, first_class, business_class, economy) 
VALUES ('AO00000105', 750, 'Boeing 787', 9000, 25, 30, 180);




Trip IDs

INSERT INTO trip (trip_id, source, layover, destination, duration, distance, flight_type, date_of_departure, aircraft_used)
VALUES 
('T0001', 'DEL', 'BOM', 'LHR', '06:30:00', 4000, 'International', '2014-04-10', 'AO00000101'),
('T0002', 'BOM', NULL, 'SFO', '14:45:00', 8500, 'International', '2015-04-15', 'AO00000101'),
('T0003', 'SFO', 'LAX', 'JFK', '05:30:00', 3000, 'Domestic', '2017-04-20', 'AO00000102'),
('T0004', 'JFK', NULL, 'LHR', '07:00:00', 3500, 'International', '2021-04-25', 'AO00000102'),
('T0005', 'LHR', 'CDG', 'FRA', '02:30:00', 1000, 'Domestic', '2013-05-01', 'AO00000103'),
('T0006', 'FRA', NULL, 'MUC', '01:15:00', 500, 'Domestic', '2022-05-05', 'AO00000103'),
('T0007', 'MUC', 'VIE', 'IST', '02:45:00', 800, 'International', '2023-05-10', 'AO00000104'),
('T0008', 'IST', NULL, 'DXB', '04:00:00', 1500, 'International', '2016-05-15', 'AO00000104'),
('T0009', 'DXB', 'BOM', 'DEL', '03:30:00', 2000, 'Domestic', '2012-05-20', 'AO00000105'),
('T0010', 'DEL', NULL, 'ATQ', '01:00:00', 400, 'Domestic', '2024-05-25', 'AO00000105');




Transactions 

INSERT INTO transactions (transaction_id, payment_type, amount, currency, expiry_of_card, card_number, cvv)
VALUES
('TRANS0000001', 'Credit', 32000 , 'INR', '2024-05-31', '123456789012', '123'),
('TRANS0000002', 'Debit', 13500 , 'INR', '2026-10-15', '987654321098', '456'),
('TRANS0000003', 'Credit', 8000 , 'INR', '2025-12-28', '456789012345', '789'),
('TRANS0000004', 'Debit', 8000 , 'INR', '2024-08-20', '789012345678', '234'),
('TRANS0000005', 'Credit', 32000, 'INR', '2027-03-09', '234567890123', '567'),
('TRANS0000006', 'Credit', 13500, 'INR', '2028-03-08', '234567890124', '568'),
('TRANS0000007', 'Credit', 13500, 'INR', '2026-03-06', '234567890125', '569'),
('TRANS0000008', 'Debit', 8000, 'INR', '2026-12-05', '234567890126', '790'),
('TRANS0000009', 'Credit', 8000, 'INR', '2025-11-04', '234567890127', '791'),
('TRANS0000010', 'Debit', 8000, 'INR', '2027-01-03', '234567890128', '792'),
